Artist ID,Name,Nationality,Gender,Birth Year,Death Year
28098,Mark Grotjahn,American,Male,1968.0,
28099,Dave Muller,American,Male,1964.0,
28105,Galya Rosenfeld,Israeli,Female,1977.0,
28119,Johannes Kahrs,German,Male,1965.0,
28138,Richard Dupont,American,Male,1968.0,
28146,Todd MacAllen,Canadian,Male,1966.0,
28147,Stephanie Forsythe,Canadian,Female,1970.0,
28148,"molo design, ltd., vancouver, canada",,,2004.0,
28168,Lionel Theodore Dean,British,Male,1962.0,
28185,Paul Edmunds,South African,Male,1970.0,
28190,Philippe Parreno,French,Male,1964.0,
28195,Christiane Baumgartner,German,Female,1967.0,
28196,Sandile Goje,South African,Male,1972.0,
28199,Diane Victor,South African,Female,1964.0,
28205,Abel Auer,German,Male,1974.0,
28206,Dorota Jurczak,Polish,Female,1978.0,
28207,Armin Krämer,German,Male,1973.0,
28211,"Plus Minus Zero Co., Ltd.",Japanese,,2003.0,
28218,Claudette Schreuders,South African,Female,1973.0,
28223,Jo Ractliffe,South African,Female,1961.0,
28224,Grayson Perry,British,Male,1960.0,
28230,Robert Siwangaza,South African,Male,1960.0,
28249,"Design Continuum, Inc.",American,,1983.0,
